quote,author,tags
"there will come a time when all of us are dead. all of us. there will come a time when there are no human beings remaining to remember that anyone ever existed or that our species ever did anything. there will be no one left to remember aristotle or cleopatra, let alone you. everything that we did and built and wrote and thought and discovered will be forgotten and all of this will have been for naught. maybe that time is coming soon and maybe it is millions of years away, but even if we survive the collapse of our sun, we will not survive forever. there was time before organisms experienced consciousness, and there will be time after. and if the inevitability of human oblivion worries you, i encourage you to ignore it. god knows thatâs what everyone else does.","John Green,","['existence', 'life']"
"deep in the meadow, hidden far awaya cloak of leaves, a moonbeam rayforget your woes and let your troubles layand when its morning again, theyll wash awayhere its safe, here its warmhere the daisies guard you from every harmhere your dreams are sweet and tomorrow brings them truehere is the place where i love you.","Suzanne Collins,","['katniss', 'rue', 'song']"
"some books should be tasted, some devoured, but only a few should be chewed and digested thoroughly.",Sir Francis Bacon,"['books', 'reading']"
"tell me, what is it you plan to do with your one wild and precious life?",Mary Oliver,['poetry']
"to the people who look at the stars and wish, rhys.""rhys clinked his glass against mine. âœto the stars who listenâ and the dreams that are answered.","Sarah J. Maas,","['a-court-of-mist-and-fury', 'acomaf', 'feyre', 'rhysand']"
"for those who believe in god, most of the big questions are answered. but for those of us who cant readily accept the god formula, the big answers dont remain stonewritten. we adjust to new conditions and discoveries. we are pliable. love need not be a command nor faith a dictum. i am my own god. we are here to unlearn the teachings of the church, state, and our educational system. we are here to drink beer. we are here to kill war. we are here to laugh at the odds and live our lives so well that death will tremble to take us.",Charles Bukowski,"['atheism', 'religion']"
the planet is fine. the people are fucked.,George Carlin,"['funny', 'humanity', 'humor']"
"it is the unknown we fear when we look upon death and darkness, nothing more.","J.K. Rowling,",['fear-unknown']
it is the mark of an educated mind to be able to entertain a thought without accepting it.,"Aristotle,",['wisdom']
"i wanted so badly to lie down next to her on the couch, to wrap my arms around her and sleep. not fuck, like in those movies. not even have sex. just sleep together in the most innocent sense of the phrase. but i lacked the courage and she had a boyfriend and i was gawky and she was gorgeous and i was hopelessly boring and she was endlessly fascinating. so i walked back to my room and collapsed on the bottom bunk, thinking that if people were rain, i was drizzle and she was hurricane.","John Green,",['unrequited-love']
"when i have a little money, i buy books and if i have any left, i buy food and clothes.",Desiderius Erasmus Roterodamus,['books']
"hereâs to books, the cheapest vacation you can buy.",Charlaine Harris,['books-vacation']
eating and reading are two pleasures that combine admirably.,C.S. Lewis,['eating-reading']
"i heard what you said. iâm not the silly romantic you think. i donât want the heavens or the shooting stars. i donât want gemstones or gold. i have those things already. i wantâa steady hand. a kind soul. i want to fall asleep, and wake, knowing my heart is safe. i want to love, and be loved.",Shana Abe,"['love', 'romance']"
if you expect nothing from somebody you are never disappointed.,"Sylvia Plath,",['expectations']
"i believe in everything until its disproved. so i believe in fairies, the myths, dragons. it all exists, even if its in your mind. whos to say that dreams and nightmares arent as real as the here and now?",John Lennon,"['beatles', 'dragons', 'dreamers', 'dreaming', 'dreams', 'fairies', 'faith', 'mythology', 'nightmares', 'reality', 'truth']"
reading is one form of escape. running for your life is another.,Lemony Snicket,['humor-reading']
how lucky i am to have known somebody and something that saying goodbye to is so damned awful.,"Evans G. Valens,",['misattributed-to-a-a-milne']
"every saint has a past, and every sinner has a future.",Oscar Wilde,['saint-sinner']
"the secret of life, though, is to fall seven times and to get up eight times.","Paulo Coelho,",['wisdom']
"i might be in love with you."" he smiles a little. ""im waiting until im sure to tell you, though.","Veronica Roth,",['humorous']
"a guy and a girl can be just friends, but at one point or another, they will fall for each other...maybe temporarily, maybe at the wrong time, maybe too late, or maybe forever",Dave Matthews Band,"['dave-matthews', 'friends', 'love', 'relationships']"
"the more i know of the world, the more i am convinced that i shall never see a man whom i can really love. i require so much!","Jane Austen,","['love', 'requirements']"
hope is the thing with feathers that perches in the soul and sings the tune without the words and never stops at all.,Emily Dickinson,"['feathers', 'hope', 'inspirational', 'souls']"
any fool can know. the point is to understand.,Albert Einstein,"['knowledge', 'learning', 'understanding', 'wisdom']"
"reality is merely an illusion, albeit a very persistent one.",Albert Einstein,['reality']
"do you remember back at the hotel when you promised that if we lived, youâd get dressed up in a nurseâs outfit and give me a sponge bath?"" asked jace.""it was simon who promised you the sponge bath.""""as soon as iâm back on my feet, handsome,"" said simon.""i knew we should have left you a rat.","Cassandra Clare,","['bath', 'clary-fray', 'humor', 'jace-wayland', 'simon-lewis']"
"you can talk with someone for years, everyday, and still, it wont mean as much as what you can have when you sit in front of someone, not saying a word, yet you feel that person with your heart, you feel like you have known the person for forever.... connections are made with the heart, not the tongue.",C. JoyBell C.,"['affection', 'communication', 'heartwarming', 'human-connections', 'human-nature', 'humanism', 'humanity', 'inspirational', 'inspirational-life', 'inspirational-love', 'inspirational-quotes', 'relationships']"
those who dream by day are cognizant of many things which escape those who dream only by night.,"Edgar Allan Poe,","['day', 'dreaming', 'dreams', 'night']"
"i took a deep breath and listened to the old brag of my heart. i am, i am, i am.","Sylvia Plath,","['breath', 'existence']"
"one, remember to look up at the stars and not down at your feet. two, never give up work. work gives you meaning and purpose and life is empty without it. three, if you are lucky enough to find love, remember it is there and dont throw it away.",Stephen Hawking,"['philosophy', 'science']"
"sometimes you climb out of bed in the morning and you think, im not going to make it, but you laugh inside â remembering all the times youve felt that way.",Charles Bukowski,['humour']
the world is a book and those who do not travel read only one page.,St. Augustine,"['allegory', 'books', 'broad-mindedness', 'classic', 'education', 'imagery', 'travel', 'world']"
there are no good girls gone wrong just bad girls found out.,Mae West,['women']
you get a little moody sometimes but i think thats because you like to read. people that like to read are always a little fucked up.,"Pat Conroy,","['books', 'reading']"
